########## REPORT GEN: 2 ##########
SPECIES: 
Toca           		Mean: 323.97 		Best: 941.16 		N:3
Taylor         		Mean: 180.09 		Best: 905.71 		N:5
Gaunt          		Mean: 300.66 		Best: 901.52 		N:3
Hickman        		Mean: 225.5 		Best: 901.52 		N:4
Scoggins       		Mean: 300.61 		Best: 901.52 		N:3
Lockridge      		Mean: 128.38 		Best: 898.38 		N:7

########## REPORT GEN: 195 ##########
SPECIES: 
Ulrich         		Mean: 155.99 		Best: 948.91 		N:6
Channey        		Mean: 232.08 		Best: 948.91 		N:4
Metcalf        		Mean: 153.03 		Best: 948.91 		N:6
Taylor         		Mean: 305.8 		Best: 948.91 		N:3
Robinson       		Mean: 182.98 		Best: 935.37 		N:5
Moffatt        		Mean: 153.3 		Best: 935.26 		N:6
Higginbotham   		Mean: 311.75 		Best: 935.16 		N:3
Green          		Mean: 229.1 		Best: 933.52 		N:4
Smith          		Mean: 226.96 		Best: 933.52 		N:4
Harvey         		Mean: 309.6 		Best: 933.4 		N:3
Henley         		Mean: 152.64 		Best: 923.09 		N:6
Blackburn      		Mean: 301.94 		Best: 919.5 		N:3
Gold           		Mean: 302.15 		Best: 914.58 		N:3
Lockridge      		Mean: 225.12 		Best: 905.71 		N:4
Gaunt          		Mean: 225.55 		Best: 901.52 		N:4
Hickman        		Mean: 180.31 		Best: 901.52 		N:5
Scoggins       		Mean: 150.3 		Best: 901.52 		N:6
Smith          		Mean: 179.68 		Best: 898.38 		N:5

########## REPORT GEN: 196 ##########
SPECIES: 
Ulrich         		Mean: 153.83 		Best: 948.91 		N:6
Channey        		Mean: 153.37 		Best: 948.91 		N:6
Lockridge      		Mean: 316.43 		Best: 948.91 		N:3
Smith          		Mean: 150.95 		Best: 935.37 		N:6
Moffatt        		Mean: 308.46 		Best: 935.26 		N:3
Higginbotham   		Mean: 155.88 		Best: 935.16 		N:6
Green          		Mean: 150.78 		Best: 933.52 		N:6
Smith          		Mean: 229.13 		Best: 933.52 		N:4
Harvey         		Mean: 154.44 		Best: 933.4 		N:6
Henley         		Mean: 305.48 		Best: 923.09 		N:3
Blackburn      		Mean: 150.37 		Best: 919.5 		N:6
Metcalf        		Mean: 225.16 		Best: 905.74 		N:4
Taylor         		Mean: 300.31 		Best: 905.71 		N:3
Gold           		Mean: 180.44 		Best: 901.52 		N:5
Gaunt          		Mean: 180.4 		Best: 901.52 		N:5
Hickman        		Mean: 180.41 		Best: 901.52 		N:5
Scoggins       		Mean: 300.59 		Best: 901.52 		N:3
Robinson       		Mean: 449.23 		Best: 898.38 		N:2

########## REPORT GEN: 197 ##########
SPECIES: 
Ulrich         		Mean: 230.74 		Best: 948.91 		N:4
Channey        		Mean: 152.94 		Best: 948.91 		N:6
Lockridge      		Mean: 132.12 		Best: 948.91 		N:7
Metcalf        		Mean: 228.22 		Best: 948.91 		N:4
Taylor         		Mean: 305.86 		Best: 948.91 		N:3
Smith          		Mean: 227.25 		Best: 935.37 		N:4
Moffatt        		Mean: 155.01 		Best: 935.26 		N:6
Higginbotham   		Mean: 311.76 		Best: 935.16 		N:3
Green          		Mean: 466.78 		Best: 933.52 		N:2
Smith          		Mean: 152.77 		Best: 933.52 		N:6
Harvey         		Mean: 310.12 		Best: 933.18 		N:3
Henley         		Mean: 152.11 		Best: 923.09 		N:6
Blackburn      		Mean: 301.93 		Best: 919.5 		N:3
Gold           		Mean: 180.41 		Best: 901.52 		N:5
Gaunt          		Mean: 180.44 		Best: 901.52 		N:5
Hickman        		Mean: 451.07 		Best: 901.52 		N:2
Scoggins       		Mean: 150.3 		Best: 901.52 		N:6
Robinson       		Mean: 299.5 		Best: 898.38 		N:3

########## REPORT GEN: 198 ##########
SPECIES: 
Ulrich         		Mean: 131.8 		Best: 948.91 		N:7
Channey        		Mean: 182.3 		Best: 948.91 		N:5
Lockridge      		Mean: 184.47 		Best: 948.91 		N:5
Taylor         		Mean: 305.88 		Best: 948.91 		N:3
Smith          		Mean: 112.98 		Best: 935.37 		N:8
Moffatt        		Mean: 308.46 		Best: 935.26 		N:3
Higginbotham   		Mean: 154.94 		Best: 935.16 		N:6
Green          		Mean: 231.34 		Best: 933.52 		N:4
Smith          		Mean: 311.17 		Best: 933.52 		N:3
Harvey         		Mean: 154.88 		Best: 933.18 		N:6
Henley         		Mean: 302.93 		Best: 923.09 		N:3
Blackburn      		Mean: 150.97 		Best: 919.5 		N:6
Metcalf        		Mean: 451.1 		Best: 905.71 		N:2
Gold           		Mean: 180.46 		Best: 901.52 		N:5
Gaunt          		Mean: 225.51 		Best: 901.52 		N:4
Hickman        		Mean: 300.71 		Best: 901.52 		N:3
Scoggins       		Mean: 300.59 		Best: 901.52 		N:3
Robinson       		Mean: 299.53 		Best: 898.38 		N:3

########## REPORT GEN: 199 ##########
SPECIES: 
Ulrich         		Mean: 228.22 		Best: 948.91 		N:4
Channey        		Mean: 113.46 		Best: 948.91 		N:8
Lockridge      		Mean: 305.74 		Best: 948.91 		N:3
Taylor         		Mean: 305.88 		Best: 948.91 		N:3
Metcalf        		Mean: 228.27 		Best: 948.91 		N:4
Smith          		Mean: 181.41 		Best: 935.37 		N:5
Moffatt        		Mean: 152.34 		Best: 935.26 		N:6
Higginbotham   		Mean: 310.94 		Best: 935.16 		N:3
Green          		Mean: 307.66 		Best: 933.52 		N:3
Smith          		Mean: 115.92 		Best: 933.52 		N:8
Harvey         		Mean: 309.79 		Best: 933.18 		N:3
Henley         		Mean: 151.28 		Best: 923.09 		N:6
Blackburn      		Mean: 304.26 		Best: 919.5 		N:3
Gold           		Mean: 112.78 		Best: 901.52 		N:8
Gaunt          		Mean: 225.43 		Best: 901.52 		N:4
Hickman        		Mean: 300.71 		Best: 901.52 		N:3
Scoggins       		Mean: 150.3 		Best: 901.52 		N:6
Robinson       		Mean: 179.72 		Best: 898.38 		N:5

########## REPORT GEN: 200 ##########
SPECIES: 
Ulrich         		Mean: 182.05 		Best: 948.91 		N:5
Lockridge      		Mean: 151.39 		Best: 948.91 		N:6
Taylor         		Mean: 92.1 		Best: 948.91 		N:10
Metcalf        		Mean: 311.37 		Best: 948.91 		N:3
Smith          		Mean: 227.25 		Best: 935.37 		N:4
Moffatt        		Mean: 304.69 		Best: 935.26 		N:3
Higginbotham   		Mean: 155.25 		Best: 935.16 		N:6
Green          		Mean: 133.38 		Best: 933.52 		N:7
Smith          		Mean: 303.99 		Best: 933.52 		N:3
Harvey         		Mean: 155.23 		Best: 933.18 		N:6
Henley         		Mean: 302.93 		Best: 923.09 		N:3
Blackburn      		Mean: 152.7 		Best: 919.5 		N:6
Gold           		Mean: 128.89 		Best: 901.52 		N:7
Gaunt          		Mean: 180.44 		Best: 901.52 		N:5
Hickman        		Mean: 300.59 		Best: 901.52 		N:3
Scoggins       		Mean: 300.61 		Best: 901.52 		N:3
Robinson       		Mean: 224.66 		Best: 898.38 		N:4
Channey        		Mean: 299.42 		Best: 898.21 		N:3

