########## REPORT GEN: 2 ##########
SPECIES: 
Welch          		Mean: 85.79 		Best: 911.79 		N:11
Grady          		Mean: 64.27 		Best: 901.62 		N:14
Campbell       		Mean: 128.67 		Best: 900.21 		N:7
Hansen         		Mean: 100.1 		Best: 900.18 		N:9
Aponte         		Mean: 100.17 		Best: 900.09 		N:9
Rittenhouse    		Mean: 90.27 		Best: 900.86 		N:10

########## REPORT GEN: 114 ##########
SPECIES: 
Jackson        		Mean: 43.44 		Best: 942.42 		N:21
Nichols        		Mean: 75.86 		Best: 942.42 		N:12
Santiago       		Mean: 47.49 		Best: 942.42 		N:19
Minor          		Mean: 182.87 		Best: 942.42 		N:5
Wallace        		Mean: 90.59 		Best: 942.42 		N:10
Rittenhouse    		Mean: 100.79 		Best: 942.42 		N:9
Spann          		Mean: 129.67 		Best: 928.26 		N:7
Bench          		Mean: 60.12 		Best: 922.1 		N:15
Harvey         		Mean: 100.02 		Best: 903.22 		N:9
Johnson        		Mean: 100.09 		Best: 903.22 		N:9
Young          		Mean: 53.0 		Best: 901.69 		N:17
Hansen         		Mean: 150.08 		Best: 900.18 		N:6
Rudd           		Mean: 150.16 		Best: 900.12 		N:6
Aponte         		Mean: 225.12 		Best: 900.08 		N:4
Campbell       		Mean: 100.08 		Best: 900.16 		N:9
Grady          		Mean: 149.94 		Best: 899.75 		N:6
Peveler        		Mean: 64.25 		Best: 899.74 		N:14
Wickliff       		Mean: 299.82 		Best: 899.43 		N:3

########## REPORT GEN: 115 ##########
SPECIES: 
Nichols        		Mean: 90.5 		Best: 942.42 		N:10
Santiago       		Mean: 91.45 		Best: 942.42 		N:10
Minor          		Mean: 69.84 		Best: 942.42 		N:13
Bench          		Mean: 100.95 		Best: 942.42 		N:9
Harvey         		Mean: 100.68 		Best: 942.42 		N:9
Jackson        		Mean: 129.23 		Best: 923.37 		N:7
Wickliff       		Mean: 100.43 		Best: 922.1 		N:9
Peveler        		Mean: 81.98 		Best: 919.71 		N:11
Johnson        		Mean: 81.82 		Best: 903.22 		N:11
Grady          		Mean: 149.96 		Best: 900.87 		N:6
Hansen         		Mean: 112.62 		Best: 900.73 		N:8
Campbell       		Mean: 81.89 		Best: 900.35 		N:11
Young          		Mean: 90.11 		Best: 900.56 		N:10
Rittenhouse    		Mean: 81.97 		Best: 900.35 		N:11
Rudd           		Mean: 128.71 		Best: 900.1 		N:7
Aponte         		Mean: 112.64 		Best: 900.08 		N:8
Wallace        		Mean: 89.96 		Best: 899.85 		N:10
Spann          		Mean: 224.92 		Best: 899.79 		N:4

########## REPORT GEN: 116 ##########
SPECIES: 
Santiago       		Mean: 64.66 		Best: 942.42 		N:14
Peveler        		Mean: 129.51 		Best: 942.42 		N:7
Grady          		Mean: 75.32 		Best: 942.42 		N:12
Wallace        		Mean: 101.15 		Best: 942.42 		N:9
Johnson        		Mean: 150.66 		Best: 923.46 		N:6
Young          		Mean: 69.44 		Best: 923.37 		N:13
Spann          		Mean: 90.21 		Best: 919.71 		N:10
Harvey         		Mean: 90.13 		Best: 903.22 		N:10
Minor          		Mean: 90.0 		Best: 901.69 		N:10
Wickliff       		Mean: 99.98 		Best: 900.87 		N:9
Rudd           		Mean: 81.91 		Best: 900.73 		N:11
Campbell       		Mean: 69.31 		Best: 900.35 		N:13
Jackson        		Mean: 112.62 		Best: 900.13 		N:8
Aponte         		Mean: 150.23 		Best: 900.43 		N:6
Hansen         		Mean: 100.1 		Best: 900.12 		N:9
Rittenhouse    		Mean: 75.11 		Best: 900.07 		N:12
Nichols        		Mean: 112.46 		Best: 899.85 		N:8
Bench          		Mean: 112.47 		Best: 899.75 		N:8

########## REPORT GEN: 117 ##########
SPECIES: 
Santiago       		Mean: 75.39 		Best: 942.42 		N:12
Wallace        		Mean: 56.64 		Best: 942.42 		N:16
Spann          		Mean: 113.35 		Best: 942.42 		N:8
Minor          		Mean: 82.11 		Best: 934.17 		N:11
Harvey         		Mean: 113.34 		Best: 931.47 		N:8
Nichols        		Mean: 60.31 		Best: 929.01 		N:15
Grady          		Mean: 90.42 		Best: 923.46 		N:10
Johnson        		Mean: 129.01 		Best: 923.46 		N:7
Rudd           		Mean: 113.01 		Best: 923.37 		N:8
Wickliff       		Mean: 90.04 		Best: 903.22 		N:10
Peveler        		Mean: 112.49 		Best: 901.69 		N:8
Young          		Mean: 100.12 		Best: 900.35 		N:9
Hansen         		Mean: 112.63 		Best: 900.14 		N:8
Campbell       		Mean: 90.09 		Best: 900.14 		N:10
Jackson        		Mean: 81.87 		Best: 900.13 		N:11
Bench          		Mean: 60.03 		Best: 900.87 		N:15
Rittenhouse    		Mean: 81.97 		Best: 900.13 		N:11
Aponte         		Mean: 150.21 		Best: 900.07 		N:6

########## REPORT GEN: 118 ##########
SPECIES: 
Wallace        		Mean: 100.67 		Best: 942.42 		N:9
Minor          		Mean: 101.02 		Best: 942.42 		N:9
Peveler        		Mean: 69.7 		Best: 942.42 		N:13
Wickliff       		Mean: 82.31 		Best: 934.43 		N:11
Bench          		Mean: 82.09 		Best: 931.47 		N:11
Johnson        		Mean: 129.84 		Best: 929.01 		N:7
Spann          		Mean: 75.34 		Best: 925.56 		N:12
Harvey         		Mean: 75.33 		Best: 923.77 		N:12
Santiago       		Mean: 150.8 		Best: 923.38 		N:6
Campbell       		Mean: 226.53 		Best: 923.37 		N:4
Jackson        		Mean: 64.45 		Best: 923.37 		N:14
Young          		Mean: 69.29 		Best: 900.34 		N:13
Rudd           		Mean: 81.92 		Best: 900.14 		N:11
Hansen         		Mean: 64.35 		Best: 900.45 		N:14
Aponte         		Mean: 64.41 		Best: 900.09 		N:14
Grady          		Mean: 100.12 		Best: 900.99 		N:9
Rittenhouse    		Mean: 90.18 		Best: 900.07 		N:10
Nichols        		Mean: 89.97 		Best: 899.46 		N:10

########## REPORT GEN: 119 ##########
SPECIES: 
Minor          		Mean: 90.9 		Best: 942.42 		N:10
Santiago       		Mean: 64.81 		Best: 942.42 		N:14
Nichols        		Mean: 113.37 		Best: 942.42 		N:8
Johnson        		Mean: 56.5 		Best: 934.43 		N:16
Bench          		Mean: 113.84 		Best: 934.17 		N:8
Wallace        		Mean: 113.56 		Best: 931.47 		N:8
Peveler        		Mean: 90.61 		Best: 929.01 		N:10
Rudd           		Mean: 82.32 		Best: 928.55 		N:11
Harvey         		Mean: 128.62 		Best: 903.74 		N:7
Grady          		Mean: 90.02 		Best: 900.87 		N:10
Young          		Mean: 150.17 		Best: 900.18 		N:6
Jackson        		Mean: 100.08 		Best: 900.31 		N:9
Hansen         		Mean: 150.15 		Best: 900.12 		N:6
Campbell       		Mean: 128.62 		Best: 900.09 		N:7
Spann          		Mean: 90.11 		Best: 901.15 		N:10
Rittenhouse    		Mean: 128.83 		Best: 900.07 		N:7
Wickliff       		Mean: 89.98 		Best: 899.97 		N:10
Aponte         		Mean: 75.18 		Best: 900.35 		N:12

########## REPORT GEN: 120 ##########
SPECIES: 
Nichols        		Mean: 60.39 		Best: 942.42 		N:15
Johnson        		Mean: 69.67 		Best: 942.42 		N:13
Wickliff       		Mean: 151.35 		Best: 942.42 		N:6
Aponte         		Mean: 69.85 		Best: 942.42 		N:13
Wallace        		Mean: 100.58 		Best: 934.43 		N:9
Grady          		Mean: 113.47 		Best: 929.01 		N:8
Rudd           		Mean: 82.11 		Best: 928.3 		N:11
Spann          		Mean: 112.98 		Best: 924.78 		N:8
Santiago       		Mean: 69.57 		Best: 923.77 		N:13
Harvey         		Mean: 90.19 		Best: 906.03 		N:10
Bench          		Mean: 100.05 		Best: 901.83 		N:9
Campbell       		Mean: 150.15 		Best: 900.34 		N:6
Young          		Mean: 45.03 		Best: 900.34 		N:20
Hansen         		Mean: 69.3 		Best: 900.18 		N:13
Peveler        		Mean: 69.32 		Best: 901.93 		N:13
Minor          		Mean: 82.08 		Best: 900.07 		N:11
Rittenhouse    		Mean: 450.09 		Best: 900.06 		N:2
Jackson        		Mean: 150.23 		Best: 900.34 		N:6

########## REPORT GEN: 121 ##########
SPECIES: 
Johnson        		Mean: 100.61 		Best: 942.42 		N:9
Aponte         		Mean: 151.63 		Best: 942.42 		N:6
Rudd           		Mean: 90.64 		Best: 942.42 		N:10
Peveler        		Mean: 75.77 		Best: 942.42 		N:12
Minor          		Mean: 305.14 		Best: 942.42 		N:3
Nichols        		Mean: 64.96 		Best: 934.43 		N:14
Bench          		Mean: 82.37 		Best: 927.25 		N:11
Wickliff       		Mean: 129.13 		Best: 923.86 		N:7
Grady          		Mean: 112.98 		Best: 923.77 		N:8
Spann          		Mean: 75.18 		Best: 919.68 		N:12
Hansen         		Mean: 180.4 		Best: 901.42 		N:5
Young          		Mean: 81.99 		Best: 900.53 		N:11
Campbell       		Mean: 100.05 		Best: 900.34 		N:9
Jackson        		Mean: 81.87 		Best: 900.34 		N:11
Harvey         		Mean: 90.24 		Best: 901.83 		N:10
Wallace        		Mean: 300.66 		Best: 900.06 		N:3
Rittenhouse    		Mean: 300.56 		Best: 900.07 		N:3
Santiago       		Mean: 128.55 		Best: 899.91 		N:7

########## REPORT GEN: 122 ##########
SPECIES: 
Johnson        		Mean: 229.85 		Best: 942.42 		N:4
Aponte         		Mean: 41.22 		Best: 942.42 		N:22
Peveler        		Mean: 181.94 		Best: 942.42 		N:5
Nichols        		Mean: 227.81 		Best: 942.42 		N:4
Spann          		Mean: 129.61 		Best: 942.42 		N:7
Hansen         		Mean: 228.16 		Best: 942.42 		N:4
Rittenhouse    		Mean: 182.15 		Best: 942.42 		N:5
Grady          		Mean: 129.16 		Best: 929.05 		N:7
Minor          		Mean: 100.72 		Best: 927.25 		N:9
Harvey         		Mean: 113.45 		Best: 927.25 		N:8
Bench          		Mean: 69.49 		Best: 923.77 		N:13
Campbell       		Mean: 129.22 		Best: 920.42 		N:7
Santiago       		Mean: 225.43 		Best: 906.14 		N:4
Wallace        		Mean: 82.03 		Best: 901.42 		N:11
Young          		Mean: 128.62 		Best: 900.13 		N:7
Jackson        		Mean: 150.16 		Best: 900.15 		N:6
Rudd           		Mean: 90.11 		Best: 900.18 		N:10
Wickliff       		Mean: 299.95 		Best: 899.65 		N:3

########## REPORT GEN: 123 ##########
SPECIES: 
Johnson        		Mean: 152.59 		Best: 942.42 		N:6
Aponte         		Mean: 101.19 		Best: 942.42 		N:9
Peveler        		Mean: 130.18 		Best: 942.42 		N:7
Nichols        		Mean: 129.98 		Best: 942.42 		N:7
Rittenhouse    		Mean: 100.87 		Best: 942.42 		N:9
Wallace        		Mean: 82.33 		Best: 942.42 		N:11
Jackson        		Mean: 129.63 		Best: 942.42 		N:7
Bench          		Mean: 129.55 		Best: 934.34 		N:7
Grady          		Mean: 75.83 		Best: 929.05 		N:12
Minor          		Mean: 114.13 		Best: 929.01 		N:8
Harvey         		Mean: 227.05 		Best: 929.01 		N:4
Rudd           		Mean: 82.14 		Best: 925.6 		N:11
Hansen         		Mean: 69.4 		Best: 920.42 		N:13
Spann          		Mean: 150.68 		Best: 919.64 		N:6
Santiago       		Mean: 112.58 		Best: 902.22 		N:8
Young          		Mean: 128.7 		Best: 900.18 		N:7
Wickliff       		Mean: 112.73 		Best: 900.49 		N:8
Campbell       		Mean: 128.61 		Best: 900.07 		N:7

########## REPORT GEN: 124 ##########
SPECIES: 
Aponte         		Mean: 53.27 		Best: 942.42 		N:17
Peveler        		Mean: 91.01 		Best: 942.42 		N:10
Bench          		Mean: 152.94 		Best: 942.42 		N:6
Grady          		Mean: 129.57 		Best: 942.42 		N:7
Minor          		Mean: 90.76 		Best: 942.42 		N:10
Harvey         		Mean: 101.59 		Best: 942.42 		N:9
Hansen         		Mean: 100.91 		Best: 942.42 		N:9
Spann          		Mean: 91.84 		Best: 942.42 		N:10
Wallace        		Mean: 41.25 		Best: 934.53 		N:22
Wickliff       		Mean: 90.33 		Best: 934.34 		N:10
Rittenhouse    		Mean: 101.02 		Best: 929.01 		N:9
Santiago       		Mean: 113.09 		Best: 923.8 		N:8
Rudd           		Mean: 150.05 		Best: 900.18 		N:6
Jackson        		Mean: 112.6 		Best: 900.15 		N:8
Campbell       		Mean: 90.06 		Best: 900.22 		N:10
Johnson        		Mean: 90.12 		Best: 902.55 		N:10
Nichols        		Mean: 75.2 		Best: 900.07 		N:12
Young          		Mean: 225.43 		Best: 900.17 		N:4

########## REPORT GEN: 125 ##########
SPECIES: 
Grady          		Mean: 75.7 		Best: 942.42 		N:12
Harvey         		Mean: 91.38 		Best: 942.42 		N:10
Hansen         		Mean: 82.25 		Best: 942.42 		N:11
Spann          		Mean: 91.18 		Best: 942.42 		N:10
Santiago       		Mean: 91.2 		Best: 942.42 		N:10
Nichols        		Mean: 151.59 		Best: 942.42 		N:6
Bench          		Mean: 100.48 		Best: 934.53 		N:9
Peveler        		Mean: 90.71 		Best: 934.34 		N:10
Wickliff       		Mean: 90.42 		Best: 933.51 		N:10
Rittenhouse    		Mean: 130.01 		Best: 928.98 		N:7
Johnson        		Mean: 45.21 		Best: 928.72 		N:20
Wallace        		Mean: 113.26 		Best: 923.38 		N:8
Aponte         		Mean: 90.06 		Best: 901.99 		N:10
Minor          		Mean: 64.31 		Best: 901.83 		N:14
Campbell       		Mean: 100.03 		Best: 900.18 		N:9
Rudd           		Mean: 100.09 		Best: 900.15 		N:9
Young          		Mean: 300.06 		Best: 900.11 		N:3
Jackson        		Mean: 100.09 		Best: 900.17 		N:9

########## REPORT GEN: 126 ##########
SPECIES: 
Spann          		Mean: 101.03 		Best: 942.42 		N:9
Santiago       		Mean: 90.49 		Best: 942.42 		N:10
Nichols        		Mean: 82.24 		Best: 942.42 		N:11
Wickliff       		Mean: 69.73 		Best: 942.42 		N:13
Campbell       		Mean: 100.65 		Best: 942.42 		N:9
Harvey         		Mean: 69.43 		Best: 934.53 		N:13
Wallace        		Mean: 91.4 		Best: 934.53 		N:10
Grady          		Mean: 75.47 		Best: 928.98 		N:12
Minor          		Mean: 82.22 		Best: 928.98 		N:11
Peveler        		Mean: 129.06 		Best: 919.41 		N:7
Rittenhouse    		Mean: 128.7 		Best: 904.73 		N:7
Hansen         		Mean: 128.64 		Best: 901.99 		N:7
Young          		Mean: 90.07 		Best: 901.99 		N:10
Rudd           		Mean: 150.14 		Best: 900.12 		N:6
Johnson        		Mean: 150.3 		Best: 900.11 		N:6
Bench          		Mean: 150.2 		Best: 900.16 		N:6
Aponte         		Mean: 100.02 		Best: 900.11 		N:9
Jackson        		Mean: 75.05 		Best: 900.17 		N:12

########## REPORT GEN: 127 ##########
SPECIES: 
Spann          		Mean: 91.06 		Best: 942.42 		N:10
Wickliff       		Mean: 75.43 		Best: 942.42 		N:12
Campbell       		Mean: 56.47 		Best: 942.42 		N:16
Harvey         		Mean: 47.92 		Best: 942.42 		N:19
Bench          		Mean: 90.49 		Best: 942.42 		N:10
Grady          		Mean: 100.53 		Best: 934.53 		N:9
Peveler        		Mean: 151.12 		Best: 934.53 		N:6
Wallace        		Mean: 129.2 		Best: 919.41 		N:7
Hansen         		Mean: 99.99 		Best: 901.99 		N:9
Aponte         		Mean: 150.33 		Best: 901.99 		N:6
Jackson        		Mean: 450.41 		Best: 901.99 		N:2
Nichols        		Mean: 75.01 		Best: 900.63 		N:12
Rudd           		Mean: 60.03 		Best: 900.15 		N:15
Young          		Mean: 64.29 		Best: 900.12 		N:14
Johnson        		Mean: 180.36 		Best: 900.07 		N:5
Santiago       		Mean: 81.92 		Best: 901.99 		N:11
Minor          		Mean: 150.45 		Best: 900.11 		N:6
Rittenhouse    		Mean: 99.98 		Best: 899.81 		N:9

########## REPORT GEN: 128 ##########
SPECIES: 
Spann          		Mean: 114.44 		Best: 942.42 		N:8
Wallace        		Mean: 60.39 		Best: 942.42 		N:15
Santiago       		Mean: 151.29 		Best: 942.42 		N:6
Rittenhouse    		Mean: 152.53 		Best: 942.42 		N:6
Aponte         		Mean: 43.08 		Best: 934.53 		N:21
Harvey         		Mean: 113.0 		Best: 928.98 		N:8
Grady          		Mean: 100.8 		Best: 923.7 		N:9
Wickliff       		Mean: 90.54 		Best: 923.33 		N:10
Nichols        		Mean: 82.08 		Best: 916.76 		N:11
Campbell       		Mean: 128.67 		Best: 901.99 		N:7
Hansen         		Mean: 112.49 		Best: 901.99 		N:8
Peveler        		Mean: 300.03 		Best: 900.51 		N:3
Minor          		Mean: 150.28 		Best: 900.35 		N:6
Johnson        		Mean: 180.43 		Best: 900.07 		N:5
Jackson        		Mean: 128.72 		Best: 900.12 		N:7
Young          		Mean: 69.29 		Best: 900.14 		N:13
Bench          		Mean: 149.97 		Best: 899.46 		N:6
Rudd           		Mean: 149.92 		Best: 899.45 		N:6

########## REPORT GEN: 129 ##########
SPECIES: 
Rittenhouse    		Mean: 82.56 		Best: 942.42 		N:11
Harvey         		Mean: 113.3 		Best: 942.42 		N:8
Grady          		Mean: 100.74 		Best: 942.42 		N:9
Nichols        		Mean: 82.44 		Best: 942.42 		N:11
Peveler        		Mean: 69.93 		Best: 942.42 		N:13
Wallace        		Mean: 113.48 		Best: 934.53 		N:8
Santiago       		Mean: 113.03 		Best: 928.98 		N:8
Wickliff       		Mean: 69.65 		Best: 926.09 		N:13
Bench          		Mean: 75.21 		Best: 923.33 		N:12
Jackson        		Mean: 100.04 		Best: 901.99 		N:9
Young          		Mean: 128.57 		Best: 901.99 		N:7
Minor          		Mean: 300.6 		Best: 900.11 		N:3
Spann          		Mean: 112.49 		Best: 900.09 		N:8
Aponte         		Mean: 81.94 		Best: 900.08 		N:11
Hansen         		Mean: 81.79 		Best: 900.06 		N:11
Johnson        		Mean: 90.24 		Best: 900.35 		N:10
Rudd           		Mean: 64.3 		Best: 901.99 		N:14
Campbell       		Mean: 149.95 		Best: 899.65 		N:6

########## REPORT GEN: 130 ##########
SPECIES: 
Harvey         		Mean: 91.15 		Best: 942.42 		N:10
Grady          		Mean: 181.94 		Best: 942.42 		N:5
Wallace        		Mean: 82.48 		Best: 942.42 		N:11
Santiago       		Mean: 113.82 		Best: 942.42 		N:8
Jackson        		Mean: 113.21 		Best: 942.42 		N:8
Spann          		Mean: 129.58 		Best: 942.42 		N:7
Wickliff       		Mean: 129.78 		Best: 934.53 		N:7
Rittenhouse    		Mean: 90.33 		Best: 928.98 		N:10
Bench          		Mean: 47.44 		Best: 926.09 		N:19
Peveler        		Mean: 100.38 		Best: 924.09 		N:9
Hansen         		Mean: 128.57 		Best: 901.99 		N:7
Rudd           		Mean: 45.04 		Best: 902.34 		N:20
Minor          		Mean: 112.66 		Best: 900.35 		N:8
Johnson        		Mean: 128.65 		Best: 900.07 		N:7
Young          		Mean: 74.98 		Best: 900.06 		N:12
Aponte         		Mean: 112.8 		Best: 900.07 		N:8
Nichols        		Mean: 180.48 		Best: 900.11 		N:5
Campbell       		Mean: 224.9 		Best: 899.39 		N:4

########## REPORT GEN: 131 ##########
SPECIES: 
Grady          		Mean: 100.65 		Best: 942.42 		N:9
Santiago       		Mean: 36.24 		Best: 942.42 		N:25
Spann          		Mean: 101.81 		Best: 942.42 		N:9
Peveler        		Mean: 64.88 		Best: 942.42 		N:14
Aponte         		Mean: 33.58 		Best: 942.42 		N:27
Bench          		Mean: 90.46 		Best: 934.53 		N:10
Wickliff       		Mean: 150.99 		Best: 926.09 		N:6
Young          		Mean: 99.99 		Best: 902.33 		N:9
Campbell       		Mean: 150.11 		Best: 900.6 		N:6
Minor          		Mean: 180.38 		Best: 900.11 		N:5
Harvey         		Mean: 180.32 		Best: 900.07 		N:5
Nichols        		Mean: 225.12 		Best: 900.07 		N:4
Jackson        		Mean: 149.96 		Best: 900.06 		N:6
Wallace        		Mean: 100.01 		Best: 899.74 		N:9
Rudd           		Mean: 180.13 		Best: 899.74 		N:5
Hansen         		Mean: 112.55 		Best: 899.8 		N:8
Rittenhouse    		Mean: 112.52 		Best: 899.51 		N:8
Johnson        		Mean: 100.14 		Best: 900.07 		N:9

########## REPORT GEN: 132 ##########
SPECIES: 
Grady          		Mean: 90.98 		Best: 942.42 		N:10
Spann          		Mean: 151.43 		Best: 942.42 		N:6
Wickliff       		Mean: 82.75 		Best: 942.42 		N:11
Campbell       		Mean: 43.2 		Best: 942.42 		N:21
Rittenhouse    		Mean: 114.72 		Best: 942.42 		N:8
Wallace        		Mean: 90.41 		Best: 926.09 		N:10
Bench          		Mean: 112.92 		Best: 926.08 		N:8
Peveler        		Mean: 100.2 		Best: 915.83 		N:9
Harvey         		Mean: 36.11 		Best: 911.48 		N:25
Johnson        		Mean: 112.7 		Best: 900.35 		N:8
Aponte         		Mean: 225.42 		Best: 900.12 		N:4
Nichols        		Mean: 300.18 		Best: 900.07 		N:3
Hansen         		Mean: 45.11 		Best: 900.76 		N:20
Rudd           		Mean: 90.04 		Best: 900.06 		N:10
Santiago       		Mean: 112.65 		Best: 900.07 		N:8
Minor          		Mean: 225.32 		Best: 900.06 		N:4
Jackson        		Mean: 100.1 		Best: 900.47 		N:9
Young          		Mean: 179.9 		Best: 899.72 		N:5

########## REPORT GEN: 133 ##########
SPECIES: 
Grady          		Mean: 82.29 		Best: 942.42 		N:11
Wickliff       		Mean: 57.1 		Best: 942.42 		N:16
Bench          		Mean: 181.9 		Best: 942.42 		N:5
Peveler        		Mean: 69.62 		Best: 942.42 		N:13
Spann          		Mean: 64.65 		Best: 934.53 		N:14
Rittenhouse    		Mean: 90.49 		Best: 926.09 		N:10
Aponte         		Mean: 82.35 		Best: 922.01 		N:11
Campbell       		Mean: 150.57 		Best: 911.48 		N:6
Wallace        		Mean: 100.15 		Best: 902.69 		N:9
Jackson        		Mean: 89.99 		Best: 902.34 		N:10
Harvey         		Mean: 224.93 		Best: 900.47 		N:4
Johnson        		Mean: 225.09 		Best: 900.35 		N:4
Nichols        		Mean: 64.38 		Best: 900.35 		N:14
Rudd           		Mean: 128.67 		Best: 901.25 		N:7
Santiago       		Mean: 90.15 		Best: 900.35 		N:10
Hansen         		Mean: 100.02 		Best: 899.92 		N:9
Minor          		Mean: 112.65 		Best: 900.35 		N:8
Young          		Mean: 225.18 		Best: 899.46 		N:4

########## REPORT GEN: 134 ##########
SPECIES: 
Wickliff       		Mean: 152.54 		Best: 942.42 		N:6
Bench          		Mean: 130.09 		Best: 942.42 		N:7
Rittenhouse    		Mean: 69.67 		Best: 942.42 		N:13
Young          		Mean: 50.46 		Best: 942.42 		N:18
Santiago       		Mean: 53.32 		Best: 934.53 		N:17
Wallace        		Mean: 113.01 		Best: 925.96 		N:8
Minor          		Mean: 112.87 		Best: 904.23 		N:8
Campbell       		Mean: 100.18 		Best: 902.34 		N:9
Hansen         		Mean: 128.77 		Best: 901.08 		N:7
Spann          		Mean: 180.14 		Best: 900.51 		N:5
Grady          		Mean: 128.82 		Best: 901.72 		N:7
Aponte         		Mean: 300.08 		Best: 900.06 		N:3
Johnson        		Mean: 450.09 		Best: 900.06 		N:2
Harvey         		Mean: 90.03 		Best: 900.18 		N:10
Peveler        		Mean: 180.38 		Best: 900.06 		N:5
Jackson        		Mean: 69.25 		Best: 901.11 		N:13
Rudd           		Mean: 180.14 		Best: 900.1 		N:5
